imagen,split,fuente,brillo,contraste,nitidez,ruido,calidad
3000127.jpg,train,Handrise-Read-write,96.49,53.09,223.83,0.79,apta
3000128.jpg,train,Handrise-Read-write,94.3,52.78,192.2,0.75,apta
3000129.jpg,train,Handrise-Read-write,92.31,53.95,343.61,0.82,apta
3000130.jpg,train,Handrise-Read-write,92.99,52.76,273.44,0.82,apta
3000131.jpg,train,Handrise-Read-write,90.16,52.48,284.04,0.78,apta
3000132.jpg,train,Handrise-Read-write,90.4,51.03,188.68,0.69,apta
3000133.jpg,train,Handrise-Read-write,90.05,51.5,258.96,0.79,apta
3000134.jpg,train,Handrise-Read-write,79.81,51.34,259.25,0.76,apta
3000135.jpg,train,Handrise-Read-write,88.97,52.64,708.36,1.39,apta
3000136.jpg,train,Handrise-Read-write,88.44,53.14,580.8,1.48,apta
3000137.jpg,train,Handrise-Read-write,86.97,53.51,390.39,1.19,apta
3000138.jpg,train,Handrise-Read-write,89.24,56.12,802.99,1.37,apta
3000139.jpg,train,Handrise-Read-write,89.22,56.24,873.64,1.5,apta
3000140.jpg,train,Handrise-Read-write,88.87,55.46,861.83,1.53,apta
3000141.jpg,train,Handrise-Read-write,92.98,54.12,486.61,1.37,apta
3000142.jpg,train,Handrise-Read-write,89.2,55.68,874.46,1.52,apta
3000143.jpg,train,Handrise-Read-write,92.7,53.77,480.62,1.4,apta
3000144.jpg,train,Handrise-Read-write,89.38,55.87,882.18,1.54,apta
3000145.jpg,train,Handrise-Read-write,88.78,55.46,873.35,1.53,apta
3000146.jpg,train,Handrise-Read-write,84.5,65.26,1685.3,2.84,apta
3000147.jpg,train,Handrise-Read-write,100.9,68.48,1163.21,2.08,apta
3000149.jpg,train,Handrise-Read-write,95.03,65.91,1265.74,2.19,apta
3000151.jpg,train,Handrise-Read-write,87.04,66.29,1232.3,2.18,apta
3000152.jpg,train,Handrise-Read-write,83.27,63.97,1307.43,2.33,apta
3000153.jpg,train,Handrise-Read-write,104.92,60.78,770.02,1.53,apta
3000154.jpg,train,Handrise-Read-write,80.2,66.15,803.02,1.35,apta
3000155.jpg,train,Handrise-Read-write,90.98,68.33,1575.55,2.73,apta
3000156.jpg,train,Handrise-Read-write,109.19,57.94,434.02,1.0,apta
3000157.jpg,train,Handrise-Read-write,99.17,67.66,995.18,1.8,apta
3000170.jpg,train,Handrise-Read-write,112.58,65.53,504.02,1.11,apta
3000171.jpg,train,Handrise-Read-write,124.06,72.43,305.84,0.82,apta
3000172.jpg,train,Handrise-Read-write,116.08,61.19,466.34,1.29,apta
3000173.jpg,train,Handrise-Read-write,99.18,55.53,280.09,1.01,apta
3000174.jpg,train,Handrise-Read-write,116.48,78.12,269.94,0.93,apta
3000175.jpg,train,Handrise-Read-write,96.49,61.96,699.93,1.68,apta
3000176.jpg,train,Handrise-Read-write,111.19,74.67,497.04,1.19,apta
3000181.jpg,train,Handrise-Read-write,98.14,55.33,430.96,1.27,apta
3000185.jpg,train,Handrise-Read-write,93.62,64.44,1605.97,2.24,apta
3000186.jpg,train,Handrise-Read-write,107.39,60.83,649.57,1.55,apta
3000187.jpg,train,Handrise-Read-write,121.77,70.35,754.43,1.49,apta
3000188.jpg,train,Handrise-Read-write,122.78,66.01,816.07,1.85,apta
3000189.jpg,train,Handrise-Read-write,124.88,68.28,1187.49,2.43,apta
3000190.jpg,train,Handrise-Read-write,100.08,66.81,2343.68,2.98,apta
3000191.jpg,train,Handrise-Read-write,104.89,62.29,369.89,1.1,apta
3000192.jpg,train,Handrise-Read-write,93.09,62.27,357.04,1.06,apta
3000193.jpg,train,Handrise-Read-write,100.02,66.71,2088.51,2.63,apta
3000194.jpg,train,Handrise-Read-write,96.68,55.53,563.92,1.1,apta
3000195.jpg,train,Handrise-Read-write,99.22,65.76,2330.12,2.98,apta
3000196.jpg,train,Handrise-Read-write,98.06,67.05,1914.01,2.45,apta
3000197.jpg,train,Handrise-Read-write,107.92,65.77,709.83,1.36,apta
3000198.jpg,train,Handrise-Read-write,100.21,66.24,1006.99,2.16,apta
3000199.jpg,train,Handrise-Read-write,86.76,56.85,584.31,1.57,apta
3000200.jpg,train,Handrise-Read-write,81.27,62.14,419.69,1.18,apta
3000201.jpg,train,Handrise-Read-write,101.46,66.23,2071.13,2.7,apta
3000202.jpg,train,Handrise-Read-write,116.88,68.83,332.98,1.02,apta
3000203.jpg,train,Handrise-Read-write,108.22,64.94,1517.65,2.67,apta
3000204.jpg,train,Handrise-Read-write,105.36,62.34,738.52,1.96,apta
3000205.jpg,train,Handrise-Read-write,124.3,57.86,351.29,0.86,apta
3000206.jpg,train,Handrise-Read-write,106.84,63.3,787.04,2.19,apta
3000207.jpg,train,Handrise-Read-write,108.13,61.97,805.11,2.02,apta
3000208.jpg,train,Handrise-Read-write,108.31,67.96,1564.02,2.89,apta
3000209.jpg,train,Handrise-Read-write,110.73,66.59,1370.42,2.49,apta
3000210.jpg,train,Handrise-Read-write,109.29,62.91,883.96,2.12,apta
3000211.jpg,train,Handrise-Read-write,112.32,67.36,814.95,1.78,apta
3000212.jpg,train,Handrise-Read-write,111.02,66.92,789.43,1.89,apta
3000215.jpg,train,Handrise-Read-write,110.87,69.58,1459.73,2.56,apta
3000217.jpg,train,Handrise-Read-write,106.93,61.81,656.43,1.8,apta
3000218.jpg,train,Handrise-Read-write,115.85,69.3,500.38,1.37,apta
3000219.jpg,train,Handrise-Read-write,104.51,70.99,993.38,1.93,apta
3000220.jpg,train,Handrise-Read-write,116.23,68.48,697.39,1.54,apta
3000221.jpg,train,Handrise-Read-write,104.68,61.09,960.68,2.16,apta
3000237.jpg,train,Handrise-Read-write,92.27,74.51,1280.57,1.7,apta
3000238.jpg,train,Handrise-Read-write,101.97,72.53,2290.3,3.05,apta
3000239.jpg,train,Handrise-Read-write,99.77,72.32,2370.97,3.01,apta
3000241.jpg,train,Handrise-Read-write,108.72,71.64,730.61,1.35,apta
3000242.jpg,train,Handrise-Read-write,107.35,63.41,1633.54,2.36,apta
3000246.jpg,train,Handrise-Read-write,105.07,72.09,616.28,0.95,apta
3000247.jpg,train,Handrise-Read-write,103.56,75.63,2285.02,2.89,apta
3000250.jpg,train,Handrise-Read-write,95.64,71.17,1854.61,2.65,apta
3001001.jpg,val,Handrise-Read-write,111.38,54.66,424.61,0.73,apta
3001002.jpg,val,Handrise-Read-write,107.09,56.77,251.01,0.61,apta
3001003.jpg,val,Handrise-Read-write,115.51,61.99,411.62,0.87,apta
3001004.jpg,val,Handrise-Read-write,116.34,47.44,159.8,0.52,apta
3001005.jpg,val,Handrise-Read-write,104.92,39.26,156.1,0.52,apta
3001006.jpg,val,Handrise-Read-write,108.82,42.79,252.13,0.52,apta
3001007.jpg,val,Handrise-Read-write,103.94,38.66,126.41,0.49,apta
3001008.jpg,val,Handrise-Read-write,103.29,37.15,122.36,0.44,apta
3001010.jpg,val,Handrise-Read-write,91.42,62.85,296.71,0.55,apta
3001011.jpg,val,Handrise-Read-write,93.43,62.61,249.09,0.61,apta
3001012.jpg,val,Handrise-Read-write,98.13,68.31,171.79,0.57,apta
3001013.jpg,val,Handrise-Read-write,102.96,61.82,180.26,0.53,apta
3001014.jpg,val,Handrise-Read-write,150.5,79.58,1892.2,2.04,apta
3001023.jpg,val,Handrise-Read-write,125.81,43.4,307.63,0.98,apta
3001024.jpg,val,Handrise-Read-write,128.49,44.94,365.18,1.03,apta
3001025.jpg,val,Handrise-Read-write,133.45,47.99,439.81,1.22,apta
3001026.jpg,val,Handrise-Read-write,117.52,47.94,240.65,0.85,apta
3001027.jpg,val,Handrise-Read-write,115.66,50.71,373.56,1.16,apta
3001028.jpg,val,Handrise-Read-write,135.75,37.87,69.93,0.41,no apta
3001030.jpg,val,Handrise-Read-write,90.64,79.23,121.68,0.62,apta
3001032.jpg,val,Handrise-Read-write,92.37,73.93,130.07,0.65,apta
3001033.jpg,val,Handrise-Read-write,92.19,65.05,94.04,0.53,no apta
3001034.jpg,val,Handrise-Read-write,99.22,73.19,160.75,0.72,apta
3001036.jpg,val,Handrise-Read-write,103.92,69.8,1186.46,1.57,apta
3001037.jpg,val,Handrise-Read-write,128.53,54.49,1342.67,2.2,apta
3001038.jpg,val,Handrise-Read-write,90.32,67.54,960.96,1.25,apta
3001039.jpg,val,Handrise-Read-write,116.57,71.07,926.04,1.15,apta
3001041.jpg,val,Handrise-Read-write,98.12,68.05,929.06,1.15,apta
3001049.jpg,val,Handrise-Read-write,111.38,54.66,424.61,0.73,apta
3001050.jpg,val,Handrise-Read-write,101.79,67.12,68.85,0.38,no apta
3001051.jpg,val,Handrise-Read-write,115.68,65.51,321.54,0.78,apta
3001052.jpg,val,Handrise-Read-write,100.83,65.42,90.65,0.43,no apta
3001053.jpg,val,Handrise-Read-write,83.22,54.65,205.79,0.68,apta
3001054.jpg,val,Handrise-Read-write,89.77,58.17,196.13,0.54,apta
3001055.jpg,val,Handrise-Read-write,93.25,57.32,176.84,0.58,apta
3001056.jpg,val,Handrise-Read-write,99.71,81.09,134.73,0.64,apta
3001057.jpg,val,Handrise-Read-write,130.01,70.23,286.09,0.52,apta
3001062.jpg,val,Handrise-Read-write,86.63,78.42,423.28,0.67,apta
3001067.jpg,val,Handrise-Read-write,101.32,59.79,720.74,1.15,apta
3001068.jpg,val,Handrise-Read-write,96.89,59.64,946.01,1.45,apta
3001069.jpg,val,Handrise-Read-write,80.24,61.49,812.33,0.96,apta
3001070.jpg,val,Handrise-Read-write,102.81,58.16,957.65,1.41,apta
3001071.jpg,val,Handrise-Read-write,105.25,62.92,254.96,0.82,apta
3001074.jpg,val,Handrise-Read-write,104.61,69.97,540.48,1.0,apta
3001075.jpg,val,Handrise-Read-write,116.1,66.82,497.77,0.84,apta
3001077.jpg,val,Handrise-Read-write,98.61,85.04,308.75,0.8,apta
3001078.jpg,val,Handrise-Read-write,113.15,62.72,622.69,1.32,apta
3001079.jpg,val,Handrise-Read-write,178.06,72.57,378.39,0.71,apta
3001080.jpg,val,Handrise-Read-write,193.65,65.64,441.12,0.65,apta
3001081.jpg,val,Handrise-Read-write,119.53,70.07,464.17,0.79,apta
3001082.jpg,val,Handrise-Read-write,122.36,70.53,472.28,0.79,apta
3001083.jpg,val,Handrise-Read-write,127.68,72.31,439.89,0.78,apta
3001084.jpg,val,Handrise-Read-write,123.0,72.81,475.67,0.77,apta
3001085.jpg,val,Handrise-Read-write,121.9,72.77,469.3,0.79,apta
3001086.jpg,val,Handrise-Read-write,105.71,59.82,514.06,0.94,apta
3001088.jpg,val,Handrise-Read-write,104.72,61.34,501.5,0.94,apta
3001089.jpg,val,Handrise-Read-write,113.64,60.23,287.1,0.59,apta
3001090.jpg,val,Handrise-Read-write,102.79,58.65,480.37,0.95,apta
3001091.jpg,val,Handrise-Read-write,109.68,61.21,500.12,0.9,apta
3001092.jpg,val,Handrise-Read-write,104.54,69.09,524.75,0.92,apta
3001093.jpg,val,Handrise-Read-write,113.67,69.96,542.93,1.29,apta
3001094.jpg,val,Handrise-Read-write,125.04,72.02,771.36,1.2,apta
3001095.jpg,val,Handrise-Read-write,130.38,74.47,728.24,1.11,apta
3001096.jpg,val,Handrise-Read-write,123.26,73.01,782.3,1.22,apta
3001097.jpg,val,Handrise-Read-write,128.22,70.48,553.18,0.99,apta
3001098.jpg,val,Handrise-Read-write,118.54,69.95,1477.64,2.38,apta
3001099.jpg,val,Handrise-Read-write,119.97,70.03,1458.44,2.37,apta
3001100.jpg,val,Handrise-Read-write,122.1,70.85,1841.0,2.8,apta
3001101.jpg,val,Handrise-Read-write,119.68,70.79,1683.04,2.54,apta
3001102.jpg,val,Handrise-Read-write,116.82,70.45,1587.63,2.41,apta
3001103.jpg,val,Handrise-Read-write,118.03,69.48,1723.65,2.67,apta
3001104.jpg,val,Handrise-Read-write,119.67,70.43,1557.85,2.48,apta
3001106.jpg,val,Handrise-Read-write,96.06,51.45,384.65,0.96,apta
3001107.jpg,val,Handrise-Read-write,97.79,52.49,391.47,0.95,apta
3001108.jpg,val,Handrise-Read-write,101.81,51.17,407.87,0.97,apta
3001109.jpg,val,Handrise-Read-write,99.77,53.69,321.59,0.85,apta
3001110.jpg,val,Handrise-Read-write,118.7,48.25,320.34,0.77,apta
3001111.jpg,val,Handrise-Read-write,138.62,57.27,274.76,0.69,apta
3001112.jpg,val,Handrise-Read-write,97.89,66.4,594.27,1.02,apta
3001113.jpg,val,Handrise-Read-write,96.13,65.1,807.14,1.13,apta
3001114.jpg,val,Handrise-Read-write,104.98,66.0,765.0,1.04,apta
3001117.jpg,val,Handrise-Read-write,126.71,59.68,916.47,1.14,apta
3001118.jpg,val,Handrise-Read-write,122.06,60.51,936.87,1.13,apta
3001119.jpg,val,Handrise-Read-write,106.39,70.86,555.93,1.04,apta
3001120.jpg,val,Handrise-Read-write,110.38,51.15,198.72,0.61,apta
3001127.jpg,val,Handrise-Read-write,93.85,54.64,66.6,0.26,no apta
3001131.jpg,val,Handrise-Read-write,138.67,69.78,475.0,0.91,apta
3001133.jpg,val,Handrise-Read-write,142.12,70.63,684.03,1.31,apta
3001135.jpg,val,Handrise-Read-write,100.65,69.77,1678.04,1.59,apta
3001136.jpg,val,Handrise-Read-write,99.69,70.5,1768.24,1.61,apta
3001137.jpg,val,Handrise-Read-write,115.82,70.04,941.07,0.85,apta
3001138.jpg,val,Handrise-Read-write,75.38,51.82,181.81,0.76,apta
3001139.jpg,val,Handrise-Read-write,74.35,56.85,369.24,0.99,apta
3001140.jpg,val,Handrise-Read-write,105.13,70.8,196.69,0.66,apta
3001143.jpg,val,Handrise-Read-write,98.03,70.15,410.41,0.85,apta
3001144.jpg,val,Handrise-Read-write,102.57,64.48,350.7,0.77,apta
3001145.jpg,val,Handrise-Read-write,152.46,65.71,1585.07,1.21,apta
3001146.jpg,val,Handrise-Read-write,114.77,63.16,338.38,0.71,apta
3001147.jpg,val,Handrise-Read-write,121.56,60.97,710.29,1.11,apta
3001148.jpg,val,Handrise-Read-write,114.99,57.28,615.76,0.87,apta
3001149.jpg,val,Handrise-Read-write,101.32,54.45,521.91,1.0,apta
3001150.jpg,val,Handrise-Read-write,119.73,56.47,985.13,1.22,apta
3001151.jpg,val,Handrise-Read-write,120.7,61.29,281.4,0.77,apta
3001152.jpg,val,Handrise-Read-write,120.48,56.81,168.43,0.7,apta
3001153.jpg,val,Handrise-Read-write,119.05,62.11,197.49,0.76,apta
3001154.jpg,val,Handrise-Read-write,117.27,65.13,158.84,0.6,apta
3001155.jpg,val,Handrise-Read-write,109.06,66.99,312.24,0.86,apta
3001156.jpg,val,Handrise-Read-write,113.17,73.73,422.53,0.9,apta
3001157.jpg,val,Handrise-Read-write,117.31,65.61,199.82,0.66,apta
3001158.jpg,val,Handrise-Read-write,103.22,61.84,2902.87,3.84,apta
3001159.jpg,val,Handrise-Read-write,103.45,61.97,1893.37,2.63,apta
3001160.jpg,val,Handrise-Read-write,101.83,68.7,1785.51,2.0,apta
3001161.jpg,val,Handrise-Read-write,95.68,73.84,787.61,1.11,apta
3001162.jpg,val,Handrise-Read-write,125.42,84.46,1113.17,1.35,apta
3001163.jpg,val,Handrise-Read-write,105.86,76.57,754.59,1.06,apta
3001164.jpg,val,Handrise-Read-write,114.52,93.07,1060.71,1.17,apta
3001165.jpg,val,Handrise-Read-write,91.07,64.96,1031.58,1.33,apta
3001166.jpg,val,Handrise-Read-write,87.03,72.48,697.99,1.03,apta
3001167.jpg,val,Handrise-Read-write,103.87,77.44,623.39,0.93,apta
3001168.jpg,val,Handrise-Read-write,112.11,86.93,982.32,1.12,apta
3001169.jpg,val,Handrise-Read-write,125.41,78.36,1136.78,1.44,apta
3001170.jpg,val,Handrise-Read-write,154.12,75.65,625.55,1.04,apta
3001171.jpg,val,Handrise-Read-write,119.35,73.8,665.33,1.13,apta
3001172.jpg,val,Handrise-Read-write,121.25,78.1,1081.41,1.39,apta
3001173.jpg,val,Handrise-Read-write,107.55,72.85,115.26,0.4,apta
3001174.jpg,val,Handrise-Read-write,112.25,77.18,1017.29,1.04,apta
3001175.jpg,val,Handrise-Read-write,108.33,69.52,493.38,0.91,apta
3001176.jpg,val,Handrise-Read-write,115.1,73.7,437.73,0.64,apta
3001177.jpg,val,Handrise-Read-write,103.16,69.62,707.43,1.24,apta
3001178.jpg,val,Handrise-Read-write,116.19,75.55,621.65,1.1,apta
3001179.jpg,val,Handrise-Read-write,99.41,45.87,780.64,1.46,apta
3001180.jpg,val,Handrise-Read-write,140.03,66.23,1338.33,1.47,apta
3001181.jpg,val,Handrise-Read-write,152.83,59.09,1415.77,1.3,apta
3001182.jpg,val,Handrise-Read-write,139.11,71.55,2129.8,1.6,apta
3001183.jpg,val,Handrise-Read-write,135.43,74.7,689.23,1.39,apta
3001184.jpg,val,Handrise-Read-write,100.02,58.77,1126.33,2.14,apta
3001185.jpg,val,Handrise-Read-write,99.16,55.23,311.93,0.91,apta
3001186.jpg,val,Handrise-Read-write,121.81,61.56,361.32,1.07,apta
3001187.jpg,val,Handrise-Read-write,101.17,63.36,659.32,0.96,apta
3001188.jpg,val,Handrise-Read-write,107.81,83.94,912.6,1.27,apta
3001189.jpg,val,Handrise-Read-write,99.14,47.55,289.21,0.91,apta
3001190.jpg,val,Handrise-Read-write,97.69,49.91,138.66,0.71,apta
3001191.jpg,val,Handrise-Read-write,96.25,49.04,83.65,0.54,no apta
3001192.jpg,val,Handrise-Read-write,96.71,67.83,674.28,1.21,apta
3001193.jpg,val,Handrise-Read-write,90.14,63.38,149.56,0.59,apta
3001194.jpg,val,Handrise-Read-write,107.87,67.61,982.07,1.54,apta
3001195.jpg,val,Handrise-Read-write,117.15,72.35,1368.52,1.84,apta
3001196.jpg,val,Handrise-Read-write,93.01,64.97,596.3,1.59,apta
3001197.jpg,val,Handrise-Read-write,91.1,64.09,846.38,1.96,apta
3001198.jpg,val,Handrise-Read-write,102.43,65.07,702.91,1.19,apta
3001201.jpg,val,Handrise-Read-write,95.71,66.36,1524.78,1.93,apta
3001202.jpg,val,Handrise-Read-write,101.66,63.24,882.81,1.23,apta
3001203.jpg,val,Handrise-Read-write,109.49,59.3,544.81,0.75,apta
3001204.jpg,val,Handrise-Read-write,115.94,61.86,830.58,0.76,apta
3001205.jpg,val,Handrise-Read-write,115.89,66.76,531.48,0.61,apta
3001206.jpg,val,Handrise-Read-write,102.17,67.29,454.17,0.82,apta
3001207.jpg,val,Handrise-Read-write,105.0,69.18,438.32,0.88,apta
3001208.jpg,val,Handrise-Read-write,107.43,61.95,288.78,0.72,apta
3001209.jpg,val,Handrise-Read-write,106.04,67.44,365.05,0.8,apta
3001210.jpg,val,Handrise-Read-write,113.14,61.92,401.91,0.79,apta
3001211.jpg,val,Handrise-Read-write,95.34,67.17,283.35,0.75,apta
3001212.jpg,val,Handrise-Read-write,93.29,41.82,402.36,0.81,apta
3001213.jpg,val,Handrise-Read-write,124.1,67.08,629.64,1.26,apta
3001214.jpg,val,Handrise-Read-write,107.31,73.39,532.23,1.14,apta
3001215.jpg,val,Handrise-Read-write,102.46,62.88,715.88,1.78,apta
3001216.jpg,val,Handrise-Read-write,111.77,70.0,563.84,1.43,apta
3001217.jpg,val,Handrise-Read-write,106.97,76.1,523.81,1.05,apta
3001218.jpg,val,Handrise-Read-write,106.9,70.44,447.19,1.19,apta
3001219.jpg,val,Handrise-Read-write,106.51,78.75,944.16,1.46,apta
3001220.jpg,val,Handrise-Read-write,86.14,81.41,814.91,0.82,apta
3001221.jpg,val,Handrise-Read-write,66.83,62.97,853.26,0.61,apta
3001222.jpg,val,Handrise-Read-write,85.37,73.01,751.7,1.52,apta
3001223.jpg,val,Handrise-Read-write,64.15,70.65,1005.14,1.08,apta
3001224.jpg,val,Handrise-Read-write,68.41,69.64,957.13,0.89,apta
3001225.jpg,val,Handrise-Read-write,76.86,76.92,1228.82,1.48,apta
3001226.jpg,val,Handrise-Read-write,112.24,69.83,1358.68,1.86,apta
3001228.jpg,val,Handrise-Read-write,58.89,66.22,3269.05,3.33,no apta
3001230.jpg,val,Handrise-Read-write,76.54,71.83,1151.11,1.19,apta
3001231.jpg,val,Handrise-Read-write,91.55,84.99,3625.81,2.71,apta
3001235.jpg,val,Handrise-Read-write,61.96,76.14,1831.56,2.25,apta
3001236.jpg,val,Handrise-Read-write,61.72,70.76,1663.93,2.27,apta
3001237.jpg,val,Handrise-Read-write,60.51,67.25,1279.72,1.81,apta
3001241.jpg,val,Handrise-Read-write,77.69,76.77,6612.93,4.86,apta
3001242.jpg,val,Handrise-Read-write,85.67,78.19,6628.51,5.02,apta
3001243.jpg,val,Handrise-Read-write,125.19,84.39,3819.09,3.32,apta
3001244.jpg,val,Handrise-Read-write,127.1,75.38,896.32,1.09,apta
3001246.jpg,val,Handrise-Read-write,88.61,66.44,221.63,0.72,apta
3001248.jpg,val,Handrise-Read-write,159.02,73.62,1061.52,1.26,apta
3001249.jpg,val,Handrise-Read-write,168.97,64.32,775.98,1.18,apta
3001250.jpg,val,Handrise-Read-write,127.44,81.22,1577.91,1.56,apta
3001251.jpg,val,Handrise-Read-write,78.87,48.93,526.33,1.42,apta
3001252.jpg,val,Handrise-Read-write,92.71,48.4,295.86,1.17,apta
3001253.jpg,val,Handrise-Read-write,80.3,50.03,473.49,1.31,apta
3001254.jpg,val,Handrise-Read-write,92.07,48.76,390.45,1.22,apta
3001255.jpg,val,Handrise-Read-write,79.55,49.24,478.13,1.34,apta
3001257.jpg,val,Handrise-Read-write,102.23,70.42,671.46,0.89,apta
3001259.jpg,val,Handrise-Read-write,140.43,77.66,1546.0,2.09,apta
3001260.jpg,val,Handrise-Read-write,135.99,68.81,2310.22,4.12,apta
3001261.jpg,val,Handrise-Read-write,138.25,69.17,2337.57,4.2,apta
3001262.jpg,val,Handrise-Read-write,103.07,61.72,1929.92,3.39,apta
3001263.jpg,val,Handrise-Read-write,95.04,66.52,1468.67,1.81,apta
3001264.jpg,val,Handrise-Read-write,92.49,66.78,2856.49,4.37,apta
3001265.jpg,val,Handrise-Read-write,99.23,62.67,2009.56,3.45,apta
3001266.jpg,val,Handrise-Read-write,125.01,45.38,852.66,1.64,apta
3001267.jpg,val,Handrise-Read-write,116.01,43.24,474.51,1.08,apta
3001268.jpg,val,Handrise-Read-write,128.36,47.99,347.4,0.89,apta
3001269.jpg,val,Handrise-Read-write,129.97,43.17,826.98,1.48,apta
3001270.jpg,val,Handrise-Read-write,76.32,67.3,494.63,0.96,apta
3001271.jpg,val,Handrise-Read-write,126.2,70.53,2370.31,3.37,apta
3001272.jpg,val,Handrise-Read-write,123.64,67.76,1676.04,2.52,apta
3001273.jpg,val,Handrise-Read-write,127.19,67.01,1511.48,2.42,apta
3001274.jpg,val,Handrise-Read-write,94.2,74.12,1424.16,1.7,apta
3001279.jpg,val,Handrise-Read-write,120.94,67.42,588.29,0.83,apta
3001280.jpg,val,Handrise-Read-write,118.05,72.9,517.21,0.92,apta
3001284.jpg,val,Handrise-Read-write,105.45,56.34,477.95,1.33,apta
3001285.jpg,val,Handrise-Read-write,112.65,60.9,712.7,1.35,apta
3001286.jpg,val,Handrise-Read-write,104.41,65.26,728.51,1.59,apta
3001287.jpg,val,Handrise-Read-write,114.99,67.89,1059.36,1.85,apta
3001288.jpg,val,Handrise-Read-write,112.21,54.47,898.32,1.3,apta
3001289.jpg,val,Handrise-Read-write,110.8,66.59,479.73,1.08,apta
3001290.jpg,val,Handrise-Read-write,116.53,64.27,653.05,1.35,apta
3001291.jpg,val,Handrise-Read-write,120.13,65.2,832.11,1.59,apta
3001292.jpg,val,Handrise-Read-write,118.11,64.88,759.02,1.43,apta
3001293.jpg,val,Handrise-Read-write,113.68,66.68,630.49,1.31,apta
3001294.jpg,val,Handrise-Read-write,107.41,51.03,455.1,1.12,apta
3001295.jpg,val,Handrise-Read-write,109.48,50.17,411.54,1.06,apta
3001296.jpg,val,Handrise-Read-write,112.29,50.52,443.37,1.12,apta
3001297.jpg,val,Handrise-Read-write,113.18,50.26,489.8,1.19,apta
3001298.jpg,val,Handrise-Read-write,110.8,51.56,611.39,1.21,apta
3001299.jpg,val,Handrise-Read-write,110.81,49.29,480.35,1.2,apta
3001300.jpg,val,Handrise-Read-write,103.44,50.28,522.4,1.23,apta
3001301.jpg,val,Handrise-Read-write,96.47,58.3,715.35,1.45,apta
3001302.jpg,val,Handrise-Read-write,93.52,69.87,458.07,0.82,apta
3001304.jpg,val,Handrise-Read-write,106.32,75.28,766.42,1.07,apta
3001305.jpg,val,Handrise-Read-write,100.17,70.8,299.06,0.72,apta
3001306.jpg,val,Handrise-Read-write,102.71,69.74,289.92,0.66,apta
3001308.jpg,val,Handrise-Read-write,100.66,72.14,193.23,0.62,apta
3001310.jpg,val,Handrise-Read-write,109.32,69.84,206.81,0.61,apta
3001312.jpg,val,Handrise-Read-write,86.42,67.66,168.18,0.59,apta
3001319.jpg,val,Handrise-Read-write,154.19,62.41,1116.06,1.0,apta
3001321.jpg,val,Handrise-Read-write,101.05,69.54,1121.01,2.09,apta
3001322.jpg,val,Handrise-Read-write,123.23,60.8,1891.97,2.84,apta
3001323.jpg,val,Handrise-Read-write,121.79,61.46,2346.83,3.2,apta
3001324.jpg,val,Handrise-Read-write,109.11,61.08,984.46,1.55,apta
3001326.jpg,val,Handrise-Read-write,113.08,65.63,2051.39,2.88,apta
3001327.jpg,val,Handrise-Read-write,99.44,71.76,1396.06,2.12,apta
3001328.jpg,val,Handrise-Read-write,111.3,73.01,1911.65,2.73,apta
3001329.jpg,val,Handrise-Read-write,118.79,68.33,1360.58,1.93,apta
3001330.jpg,val,Handrise-Read-write,128.53,73.96,1385.97,1.54,apta
3001331.jpg,val,Handrise-Read-write,92.2,62.19,1986.25,1.91,apta
3001332.jpg,val,Handrise-Read-write,81.87,74.67,2191.91,2.37,apta
3001333.jpg,val,Handrise-Read-write,116.41,55.97,1306.04,2.14,apta
3001334.jpg,val,Handrise-Read-write,134.92,70.39,831.27,1.34,apta
3001335.jpg,val,Handrise-Read-write,149.26,71.9,1037.51,1.23,apta
3001336.jpg,val,Handrise-Read-write,121.16,69.54,2122.95,2.13,apta
3001337.jpg,val,Handrise-Read-write,124.0,72.47,3707.75,3.24,apta
3001338.jpg,val,Handrise-Read-write,98.87,62.35,531.07,1.25,apta
3001339.jpg,val,Handrise-Read-write,97.89,68.29,1118.04,1.92,apta
3001340.jpg,val,Handrise-Read-write,96.04,65.97,400.21,0.83,apta
3001341.jpg,val,Handrise-Read-write,106.23,61.51,866.01,1.1,apta
3001342.jpg,val,Handrise-Read-write,115.26,57.32,1317.73,2.2,apta
3001343.jpg,val,Handrise-Read-write,104.03,59.99,622.86,1.31,apta
3001345.jpg,val,Handrise-Read-write,85.7,71.75,1100.37,1.3,apta
3001346.jpg,val,Handrise-Read-write,124.33,63.47,949.93,1.41,apta
3001347.jpg,val,Handrise-Read-write,122.5,66.61,900.5,1.33,apta
3001348.jpg,val,Handrise-Read-write,116.31,70.15,920.93,1.35,apta
3001349.jpg,val,Handrise-Read-write,103.41,67.66,850.19,1.1,apta
3001350.jpg,val,Handrise-Read-write,122.39,61.39,507.86,0.64,apta
3001351.jpg,val,Handrise-Read-write,137.13,64.18,1303.68,1.23,apta
3001352.jpg,val,Handrise-Read-write,91.34,43.6,259.9,0.71,apta
3001353.jpg,val,Handrise-Read-write,96.18,50.48,200.9,0.62,apta
3001354.jpg,val,Handrise-Read-write,68.13,54.81,256.57,0.63,apta
3001355.jpg,val,Handrise-Read-write,104.73,55.28,182.66,0.57,apta
3001356.jpg,val,Handrise-Read-write,89.29,52.06,259.39,0.73,apta
3001357.jpg,val,Handrise-Read-write,83.53,56.28,118.28,0.39,apta
3001358.jpg,val,Handrise-Read-write,89.81,55.14,275.99,0.78,apta
